SNR_dB,BER
24.5,4.3473526341607395e-51
24.6,3.1105363632928755e-52
24.700000000000003,2.0935370641775454e-53
24.8,1.3235557743588363e-54
24.900000000000002,7.84850451659656e-56
25.0,4.358798093427216e-57
25.1,2.26369950449898e-58
25.200000000000003,1.0976516857196963e-59
25.3,4.961463868633182e-61
25.400000000000002,2.0871046175852266e-62
25.5,8.157193197072117e-64
25.6,2.9570286298855323e-65
25.700000000000003,9.924927471101702e-67
25.8,3.0787699098606315e-68
25.900000000000002,8.810653203943568e-70
26.0,2.3216903653718607e-71
26.1,5.6225217530662965e-73
26.200000000000003,1.2489197573532982e-74
26.3,2.5394547093388458e-76
26.400000000000002,4.716877420322995e-78
26.5,7.986595650374343e-80
26.6,1.2300571238751196e-81
26.700000000000003,1.719439948433695e-83
26.8,2.1765379474600627e-85
26.900000000000002,2.4891982078635504e-87
27.0,2.5659007478846693e-89
27.1,2.378244915866127e-91
27.200000000000003,1.977126178941507e-93
27.3,1.470526893396574e-95
27.400000000000002,9.75992298416943e-98
27.5,5.765042011286297e-100
27.6,3.0224715596485626e-102
27.700000000000003,1.402552612203067e-104
27.8,5.74432125218935e-107
27.900000000000002,2.0704157823811806e-109
28.0,6.547612272436532e-112
28.1,1.8113067457181653e-114
28.200000000000003,4.3694929010846735e-117
28.3,9.162517983967096e-120
28.400000000000002,1.6646614775705682e-122
28.5,2.611642982928821e-125
28.6,3.5260964625629677e-128
28.700000000000003,4.082707005470629e-131
28.8,4.0394444857706356e-134
28.900000000000002,3.4027029456270863e-137
29.0,2.4312404050501824e-140
29.1,1.467803263878474e-143
29.200000000000003,7.458297105620308e-147
29.3,3.1768704881473413e-150
29.400000000000002,1.129699231904266e-153
29.5,3.3396701541914483e-157
29.6,8.172466085368234e-161
29.700000000000003,1.648159937414023e-164
29.8,2.727002774976937e-168
29.900000000000002,3.684762959210488e-172
30.0,4.046899208705926e-176
30.1,3.5952364965315807e-180
30.200000000000003,2.570865343305113e-184
30.3,1.4722533781949873e-188
30.400000000000002,6.717235709738887e-193
30.5,2.42887140004704e-197
30.6,6.922642682327221e-202
30.700000000000003,1.5466268076395872e-206
30.8,2.6932834593344196e-211
30.900000000000002,3.634467738680737e-216
31.0,3.7781778110446856e-221
31.1,3.007234555183397e-226
31.200000000000003,1.8213549096134032e-231
31.3,8.340658599737121e-237
31.400000000000002,2.869170357513907e-242
31.5,7.36492642137368e-248
31.6,1.4011190037595907e-253
31.700000000000003,1.9617589038071504e-259
31.8,2.0071466834386374e-265
31.900000000000002,1.4897112627528684e-271
32.0,7.960994442995974e-278
32.1,3.039847892452058e-284
32.2,8.22915758692796e-291
32.300000000000004,1.5667452132175748e-297
32.4,2.0807517763352534e-304
32.5,0.0
32.6,0.0
32.7,0.0
32.800000000000004,0.0
32.9,0.0
33.0,0.0
33.1,0.0
33.2,0.0
33.300000000000004,0.0
33.4,0.0
33.5,0.0
33.6,0.0
33.7,0.0
33.800000000000004,0.0
33.9,0.0
34.0,0.0
34.1,0.0
34.2,0.0
34.300000000000004,0.0
34.4,0.0
34.5,0.0
34.6,0.0
34.7,0.0
34.800000000000004,0.0
34.9,0.0
35.0,0.0
35.1,0.0
35.2,0.0
35.300000000000004,0.0
35.4,0.0
35.5,0.0
35.6,0.0
35.7,0.0
35.800000000000004,0.0
35.9,0.0
36.0,0.0
36.1,0.0
36.2,0.0
36.300000000000004,0.0
36.4,0.0
36.5,0.0
36.6,0.0
36.7,0.0
36.800000000000004,0.0
36.9,0.0
37.0,0.0
37.1,0.0
37.2,0.0
37.300000000000004,0.0
37.4,0.0
37.5,0.0
37.6,0.0
37.7,0.0
37.800000000000004,0.0
37.9,0.0
38.0,0.0
38.1,0.0
38.2,0.0
38.300000000000004,0.0
38.400000000000006,0.0
38.5,0.0
38.6,0.0
38.7,0.0
38.800000000000004,0.0
38.900000000000006,0.0
39.0,0.0
39.1,0.0
39.2,0.0
39.300000000000004,0.0
39.400000000000006,0.0
39.5,0.0
39.6,0.0
39.7,0.0
39.800000000000004,0.0
39.900000000000006,0.0
40.0,0.0
40.1,0.0
40.2,0.0
40.300000000000004,0.0
40.400000000000006,0.0
40.5,0.0
40.6,0.0
40.7,0.0
40.800000000000004,0.0
40.900000000000006,0.0
41.0,0.0
41.1,0.0
41.2,0.0
41.300000000000004,0.0
41.400000000000006,0.0
41.5,0.0
41.6,0.0
41.7,0.0
41.800000000000004,0.0
41.900000000000006,0.0
42.0,0.0
42.1,0.0
42.2,0.0
42.300000000000004,0.0
42.400000000000006,0.0
42.5,0.0
42.6,0.0
42.7,0.0
42.800000000000004,0.0
42.900000000000006,0.0
43.0,0.0
43.1,0.0
43.2,0.0
43.300000000000004,0.0
43.400000000000006,0.0
43.5,0.0
43.6,0.0
43.7,0.0
43.800000000000004,0.0
43.900000000000006,0.0
44.0,0.0
44.1,0.0
44.2,0.0
44.300000000000004,0.0
44.400000000000006,0.0
44.5,0.0
44.6,0.0
44.7,0.0
44.800000000000004,0.0
44.900000000000006,0.0
45.0,0.0
45.1,0.0
45.2,0.0
45.300000000000004,0.0
45.400000000000006,0.0
45.5,0.0
45.6,0.0
45.7,0.0
45.800000000000004,0.0
45.900000000000006,0.0
46.0,0.0
46.1,0.0
46.2,0.0
46.300000000000004,0.0
46.400000000000006,0.0
46.5,0.0
46.6,0.0
46.7,0.0
46.800000000000004,0.0
46.900000000000006,0.0
47.0,0.0
47.1,0.0
47.2,0.0
47.300000000000004,0.0
47.400000000000006,0.0
47.5,0.0
47.6,0.0
47.7,0.0
47.800000000000004,0.0
47.900000000000006,0.0
48.0,0.0
48.1,0.0
48.2,0.0
48.300000000000004,0.0
48.400000000000006,0.0
48.5,0.0
48.6,0.0
48.7,0.0
48.800000000000004,0.0
48.900000000000006,0.0
49.0,0.0
49.1,0.0
49.2,0.0
49.300000000000004,0.0
49.400000000000006,0.0
49.5,0.0
49.6,0.0
49.7,0.0
49.800000000000004,0.0
49.900000000000006,0.0
50.0,0.0
